일자,종가,대비,등락률,시가,고가,저가,거래량,거래대금,상장시가총액
"2025/05/15","2621.36","-19.21","-0.73","2634.50","2643.83","2618.08","339578793","7254025.0","2.150748687E9"
"2025/05/14","2640.57","32.15","1.23","2625.36","2646.01","2619.15","390503815","8893192.0","2.165384001E9"
"2025/05/13","2608.42","1.09","0.04","2601.76","2620.64","2601.58","422459803","8746089.0","2.139365846E9"
"2025/05/12","2607.33","30.06","1.17","2593.94","2607.33","2585.60","409749435","8527540.0","2.135960504E9"
"2025/05/09","2577.27","-2.21","-0.09","2587.93","2589.58","2571.20","485550305","8034853.0","2.110382907E9"
"2025/05/08","2579.48","5.68","0.22","2581.27","2590.90","2575.78","471635814","1.0270131E7","2.111359746E9"
"2025/05/07","2573.80","14.01","0.55","2577.04","2581.85","2559.17","546755132","8935449.0","2.106864658E9"
"2025/05/02","2559.79","3.18","0.12","2556.52","2567.04","2540.57","585492284","8327449.0","2.095822346E9"
"2025/04/30","2556.61","-8.81","-0.34","2561.04","2570.83","2544.46","487488833","8435602.0","2.094129065E9"
"2025/04/29","2565.42","16.56","0.65","2550.25","2571.41","2542.25","547081468","9215174.0","2.100881633E9"
"2025/04/28","2548.86","2.56","0.10","2551.23","2558.69","2541.97","454102177","7803355.0","2.087208356E9"
"2025/04/25","2546.30","23.97","0.95","2544.59","2553.33","2534.94","403527737","8760600.0","2.085721221E9"
"2025/04/24","2522.33","-3.23","-0.13","2525.34","2530.61","2507.21","327935351","7272322.0","2.066148877E9"
"2025/04/23","2525.56","38.92","1.57","2520.56","2526.72","2507.10","538116134","7764180.0","2.068411538E9"
"2025/04/22","2486.64","-1.78","-0.07","2481.18","2494.59","2476.14","416680149","6182471.0","2.036867826E9"
"2025/04/21","2488.42","5.00","0.20","2486.38","2498.84","2479.23","428977098","5239733.0","2.038270655E9"
"2025/04/18","2483.42","13.01","0.53","2473.30","2486.37","2466.90","450985117","5649647.0","2.033957407E9"
"2025/04/17","2470.41","22.98","0.94","2451.70","2473.24","2447.40","601738661","6606299.0","2.023188316E9"
"2025/04/16","2447.43","-29.98","-1.21","2472.78","2475.83","2442.72","613173904","6725688.0","2.004854313E9"
"2025/04/15","2477.41","21.52","0.88","2464.51","2482.56","2461.23","560339502","6510809.0","2.02799667E9"
"2025/04/14","2455.89","23.17","0.95","2454.28","2465.56","2449.48","488618364","6687794.0","2.011102253E9"
"2025/04/11","2432.72","-12.34","-0.50","2400.74","2433.18","2394.25","369702818","7687103.0","1.9918478E9"
"2025/04/10","2445.06","151.36","6.60","2395.13","2445.06","2391.39","670388052","1.1055426E7","2.002786361E9"
"2025/04/09","2293.70","-40.53","-1.74","2329.99","2337.58","2284.72","699641582","9560333.0","1.880172677E9"
"2025/04/08","2334.23","6.03","0.26","2381.20","2381.31","2328.94","557018146","9122474.0","1.912870142E9"
"2025/04/07","2328.20","-137.22","-5.57","2359.25","2369.40","2327.01","619500714","1.0505493E7","1.907591513E9"
"2025/04/04","2465.42","-21.28","-0.86","2450.49","2506.71","2438.02","695074881","1.0742834E7","2.019896587E9"
"2025/04/03","2486.70","-19.16","-0.76","2437.43","2488.92","2437.43","480057159","8267471.0","2.037334829E9"
"2025/04/02","2505.86","-15.53","-0.62","2525.62","2532.15","2499.83","515599740","7316125.0","2.053517298E9"
"2025/04/01","2521.39","40.27","1.62","2511.24","2530.61","2494.43","453393641","6939450.0","2.066091544E9"
"2025/03/31","2481.12","-76.86","-3.00","2513.44","2514.22","2479.46","391592782","8236353.0","2.033508108E9"
"2025/03/28","2557.98","-49.17","-1.89","2592.63","2592.63","2549.26","513561475","7150422.0","2.097055968E9"
"2025/03/27","2607.15","-36.79","-1.39","2620.28","2633.03","2603.41","403313562","7676249.0","2.137689098E9"
"2025/03/26","2643.94","28.13","1.08","2628.09","2649.15","2618.05","507916080","7655330.0","2.166757904E9"
"2025/03/25","2615.81","-16.26","-0.62","2653.04","2654.63","2612.74","439279423","8305060.0","2.143539657E9"
"2025/03/24","2632.07","-11.06","-0.42","2636.43","2648.82","2629.38","372431632","6924064.0","2.156710254E9"
"2025/03/21","2643.13","6.03","0.23","2633.90","2645.82","2617.78","497529180","1.4188128E7","2.166240031E9"
"2025/03/20","2637.10","8.48","0.32","2648.16","2650.72","2629.20","455019267","1.1989258E7","2.160968151E9"
"2025/03/19","2628.62","16.28","0.62","2613.48","2642.83","2613.48","653326938","1.1841495E7","2.153080834E9"
"2025/03/18","2612.34","1.65","0.06","2627.27","2638.56","2606.91","555526574","1.2034579E7","2.138918441E9"
"2025/03/17","2610.69","44.33","1.73","2588.32","2610.69","2587.52","396573940","1.1995073E7","2.13730733E9"
"2025/03/14","2566.36","-7.28","-0.28","2565.18","2576.74","2559.24","362329393","9941800.0","2.100287748E9"
"2025/03/13","2573.64","-1.18","-0.05","2598.06","2600.07","2561.02","427292042","1.3112911E7","2.103969036E9"
"2025/03/12","2574.82","37.22","1.47","2552.60","2579.69","2541.66","401644557","1.2284769E7","2.105091421E9"
"2025/03/11","2537.60","-32.79","-1.28","2516.69","2547.88","2505.91","399016248","1.0917541E7","2.074862208E9"
"2025/03/10","2570.39","6.91","0.27","2555.40","2579.76","2549.99","435694828","9881354.0","2.101439969E9"
"2025/03/07","2563.48","-12.68","-0.49","2553.44","2575.48","2541.49","567191412","1.2155165E7","2.095892197E9"
"2025/03/06","2576.16","18.03","0.70","2573.55","2583.65","2565.57","609615704","1.1319665E7","2.105642394E9"
"2025/03/05","2558.13","29.21","1.16","2548.45","2561.47","2535.18","569412248","1.3021642E7","2.094580712E9"
"2025/03/04","2528.92","-3.86","-0.15","2522.20","2548.78","2513.31","484081351","1.3115384E7","2.071277909E9"
"2025/02/28","2532.78","-88.97","-3.39","2585.61","2586.78","2531.24","588571521","1.5637225E7","2.074378682E9"
"2025/02/27","2621.75","-19.34","-0.73","2637.63","2638.47","2610.47","513909805","1.0802121E7","2.147708335E9"
"2025/02/26","2641.09","10.80","0.41","2629.86","2648.06","2620.16","386762622","1.121872E7","2.163540431E9"
"2025/02/25","2630.29","-14.98","-0.57","2617.64","2641.49","2617.12","410284831","1.0508476E7","2.155255659E9"
"2025/02/24","2645.27","-9.31","-0.35","2636.12","2645.27","2626.88","536354114","1.0802085E7","2.167788263E9"
"2025/02/21","2654.58","0.52","0.02","2653.76","2656.04","2638.44","444704240","1.138106E7","2.176175331E9"
"2025/02/20","2654.06","-17.46","-0.65","2661.72","2667.59","2645.53","529303324","1.4551191E7","2.176898821E9"
"2025/02/19","2671.52","44.71","1.70","2633.91","2680.70","2633.91","525798791","1.4851622E7","2.190321477E9"
"2025/02/18","2626.81","16.39","0.63","2613.25","2628.47","2605.15","421993118","1.2618242E7","2.15241494E9"
"2025/02/17","2610.42","19.37","0.75","2595.99","2612.80","2592.57","366339998","1.1017333E7","2.138576065E9"
"2025/02/14","2591.05","7.88","0.31","2588.20","2600.57","2582.84","499364641","1.3917626E7","2.123295637E9"
"2025/02/13","2583.17","34.78","1.36","2558.95","2583.74","2555.98","680341736","1.7104156E7","2.116865565E9"
"2025/02/12","2548.39","9.34","0.37","2534.71","2549.58","2528.74","464894178","1.3668984E7","2.08888396E9"
"2025/02/11","2539.05","17.78","0.71","2532.87","2549.44","2527.74","451092989","1.1023156E7","2.081311466E9"
"2025/02/10","2521.27","-0.65","-0.03","2510.64","2527.33","2499.18","393563727","1.0582466E7","2.067049976E9"
"2025/02/07","2521.92","-14.83","-0.58","2532.09","2537.63","2519.01","419872051","1.0240141E7","2.066649816E9"
"2025/02/06","2536.75","27.48","1.10","2521.82","2536.75","2515.34","479697230","1.1863048E7","2.078576668E9"
"2025/02/05","2509.27","27.58","1.11","2503.94","2514.71","2498.74","437344153","9949595.0","2.056473641E9"
"2025/02/04","2481.69","27.74","1.13","2481.44","2508.35","2471.63","479377343","1.1000938E7","2.028588345E9"
"2025/02/03","2453.95","-63.42","-2.52","2468.74","2468.74","2437.61","522848036","1.1649963E7","2.005228762E9"
"2025/01/31","2517.37","-19.43","-0.77","2534.33","2537.98","2496.95","454403356","1.3759431E7","2.057132279E9"
"2025/01/24","2536.80","21.31","0.85","2529.29","2542.83","2522.64","602014660","1.0179284E7","2.07304946E9"
"2025/01/23","2515.49","-31.57","-1.24","2541.24","2541.60","2515.49","609742131","9907821.0","2.056088892E9"
"2025/01/22","2547.06","29.03","1.15","2535.80","2552.57","2526.89","583737394","1.1074515E7","2.081713985E9"
"2025/01/21","2518.03","-2.02","-0.08","2533.23","2548.44","2507.95","572011300","9323574.0","2.05825949E9"
"2025/01/20","2520.05","-3.50","-0.14","2533.68","2536.72","2516.28","437546001","8663519.0","2.059663885E9"
"2025/01/17","2523.55","-3.94","-0.16","2520.85","2528.48","2513.84","445884915","1.001184E7","2.062320504E9"
"2025/01/16","2527.49","30.68","1.23","2528.27","2534.01","2519.86","451062578","9432261.0","2.065809158E9"
"2025/01/15","2496.81","-0.59","-0.02","2511.07","2524.36","2493.10","538534310","9176244.0","2.041769171E9"
"2025/01/14","2497.40","7.84","0.31","2501.49","2504.89","2482.74","414487640","8199245.0","2.042488522E9"
"2025/01/13","2489.56","-26.22","-1.04","2508.15","2513.93","2483.73","578565446","9049053.0","2.036397075E9"
"2025/01/10","2515.78","-6.12","-0.24","2528.42","2535.24","2506.29","377586658","9691008.0","2.058638842E9"
"2025/01/09","2521.90","0.85","0.03","2526.10","2535.87","2515.82","404290371","1.1524454E7","2.063837693E9"
"2025/01/08","2521.05","28.95","1.16","2481.25","2526.77","2481.25","362908922","1.0391058E7","2.062626682E9"
"2025/01/07","2492.10","3.46","0.14","2513.49","2521.86","2492.09","407692929","9405964.0","2.038522933E9"
"2025/01/06","2488.64","46.72","1.91","2453.30","2489.10","2446.82","302760981","8142308.0","2.036394312E9"
"2025/01/03","2441.92","42.98","1.79","2402.58","2454.67","2402.58","407536387","8230070.0","1.998126925E9"
"2025/01/02","2398.94","-0.55","-0.02","2400.87","2410.99","2386.84","350691927","6958649.0","1.963454272E9"
